"N_PLANO","COD_CURSO","COD_ESCOLA","N_DISCIPLINA","DISCIPLINA","ANO","SEMESTRE"
20,676,3042,3002,"Expressão e Educação Artística III",3,0
20,676,3042,3003,"Inglês III",3,0
20,676,3042,3004,"Prática Pedagógica I",3,0
20,676,3042,3101,"Metodologia do Ensino da Matemática",3,1
20,676,3042,3104,"(Opção I) Teoria do Texto",3,1
20,676,3042,3105,"Teoria da Literatura",3,1
20,676,3042,3201,"Cultura Portuguesa",3,2
20,676,3042,3202,"Introdução às Técnicas de Investigação Pedagógica",3,2
20,676,3042,3203,"(Opção II) Educação Moral e Religiosa Católica II",3,2
20,676,3042,3204,"(Opção II) Estudos Americanos",3,2
6,656,3042,3102,"Metodologia do Ensino da Matemática",3,1
6,656,3042,3103,"Metodologia do Ensino do Meio Físico e Social",3,1
6,656,3042,3104,"(Opção IV) Ecologia",3,1
6,656,3042,3105,"(Opção IV) Educação Moral e Religiosa Católica I",3,1
6,656,3042,3107,"(Opção IV) Probabilidades e Estatística",3,1
6,656,3042,3108,"(Opção IV) Teoria da Literatura",3,1
6,656,3042,3109,"(Opção IV) Desenvolvimento Pessoal e Social I",3,1
6,656,3042,3202,"(Opção V) Biologia Celular",3,2
6,656,3042,3204,"(Opção V) Educação Moral e Religiosa Católica II",3,2
6,656,3042,3205,"(Opção V) Língua e Cultura Francesa",3,2
6,656,3042,3207,"Organização e Gestão Escolar",3,2
5,182,3042,1001,"Ciências da Natureza I",1,0
5,182,3042,1002,"Expressão e Educação Artística I",1,0
5,182,3042,1003,"Língua Portuguesa I",1,0
5,182,3042,1004,"Matemática I",1,0
5,182,3042,1005,"Observação e Análise da Prática Pedagógica",1,0
5,182,3042,1006,"(Opção I) Língua Estrangeira (Alemão)",1,0
5,182,3042,1007,"(Opção I) Língua Estrangeira (Francês)",1,0
5,182,3042,1008,"(Opção I) Língua Estrangeira (Inglês)",1,0
5,182,3042,1009,"Psicologia da Educação I",1,0
5,182,3042,2001,"Expressão e Educação Artística II",2,0
5,182,3042,2003,"Matemática II",2,0
5,182,3042,2102,"Introdução às Ciências Sociais",2,1
5,182,3042,2103,"Língua Portuguesa II",2,1
5,182,3042,2104,"Psicologia da Educação II",2,1
5,182,3042,2201,"História de Portugal",2,2
5,182,3042,2202,"Literatura para a Infância e Juventude I",2,2
5,182,3042,2203,"Saúde e Higiene da Criança",2,2
5,182,3042,2204,"Sociologia da Educação",2,2
5,182,3042,3001,"Expressão e Educação Artística III",3,0
5,182,3042,3002,"Introdução à Educação Especial",3,0
5,182,3042,3003,"Literatura para a Infância e Juventude II",3,0
5,182,3042,3004,"Prática Pedagógica",3,0
5,182,3042,3005,"Seminário de Ciência da Educação",3,0
17,664,3042,1002,"Língua Portuguesa I",1,0
17,664,3042,1003,"Matemática I",1,0
17,664,3042,1004,"Observação e Análise da Prática Pedagógica",1,0
17,664,3042,1005,"(Opção I) Língua Estrangeira (Alemão)",1,0
17,664,3042,1007,"(Opção I) Língua Estrangeira (Inglês)",1,0
17,664,3042,1008,"Psicologia da Educação I",1,0
17,664,3042,1101,"Ciências da Natureza I",1,1
17,664,3042,1102,"Introdução às Ciências Sociais",1,1
17,664,3042,1201,"Ciências da Natureza II",1,2
17,664,3042,1202,"História de Portugal",1,2
17,664,3042,2001,"Expressão e Educação Artística II",2,0
17,664,3042,2003,"Matemática II",2,0
17,664,3042,2101,"Ciências da Natureza III",2,1
17,664,3042,2102,"Desenvolvimento Curricular",2,1
17,664,3042,2103,"Desenvolvimento e Expressão Plástico-Gráfica",2,1
17,664,3042,2104,"Língua Portuguesa II",2,1
17,664,3042,2105,"Psicologia da Educação II",2,1
17,664,3042,2201,"Ciências da Natureza IV",2,2
17,664,3042,2202,"Literatura para a Infância e Juventude",2,2
17,664,3042,2203,"Modelos, Métodos e Técnicas de Ensino",2,2
17,664,3042,2205,"Teoria da Comunicação e Meios Audio Visuais",2,2
17,664,3042,3001,"Ensino/Aprendizagem da Língua Materna",3,0
17,664,3042,3002,"Escola e Património Artístico",3,0
17,664,3042,3003,"Expressão e Educação Artística III",3,0
17,664,3042,3004,"Metodologia do Ensino da Educação Visual I",3,0
17,664,3042,3005,"Prática Pedagógica I",3,0
17,664,3042,3102,"Metodologia do Ensino do Meio Físico e Social",3,1
17,664,3042,3105,"Organização e Gestão Escolar",3,1
17,664,3042,3201,"Introdução às Técnicas de Investigação Pedagógica",3,2
17,664,3042,3202,"(Opção III) Educação Moral e Religiosa Católica II",3,2
17,664,3042,3203,"(Opção III) Técnicas de Modelação",3,2
17,664,3042,4001,"História da Arte",4,0
17,664,3042,4002,"Metodologia do Ensino da Educação Visual II",4,0
17,664,3042,4003,"Prática Pedagógica II",4,0
17,664,3042,4004,"Teoria do Design e Aplicação",4,0
17,664,3042,4101,"Atelier I",4,1
17,664,3042,4102,"Tecnologias de Reprodução e Impressão",4,1
17,664,3042,4201,"Atelier II",4,2
17,664,3042,4202,"Geometria",4,2
23,974,3042,1003,"Psicopedagogia",1,0
23,974,3042,1004,"Teoria do Currículo e Desenvolvimento Curricular",1,0
23,974,3042,1101,"Métodos e Técnicas de Orientação Educacional",1,1
23,974,3042,1201,"Tecnologias Educativas",1,2
23,974,3042,2001,"Análise Social da Educação",2,0
23,974,3042,2002,"Desenvolvimento do Projeto de Investigação",2,0
23,974,3042,2003,"Teoria e Prática da Supervisão da Ação Pedagógica",2,0
23,974,3042,2101,"Teoria e Análise da Comunicação Educativa",2,1
23,974,3042,2201,"Administração Escolar Básica",2,2
25,975,3042,1001,"Desenvolvimento Motor",1,0
25,975,3042,1002,"Desporto, Reeducação Reabilitação",1,0
25,975,3042,1004,"Metodologia da Investigação em Ciências do Desporto",1,0
25,975,3042,1101,"Antropologia do Desporto",1,1
25,975,3042,2001,"Pedagogia do Desporto II",2,0
25,975,3042,2002,"Sociologia do Desporto",2,0
25,975,3042,2003,"Teoria e Metodologia do Treino",2,0
25,975,3042,2101,"Desenvolvimento do Projeto de Investigação",2,1
25,975,3042,2102,"Desporto, Recreação e Tempos Livres",2,1
25,975,3042,2103,"Organização e Desenvolvimento Desportivo",2,1
29,676,3042,1001,"Filosofia da Educação",1,0
29,676,3042,1003,"Introdução aos Estudos Linguísticos",1,0
29,676,3042,1004,"Introdução aos Estudos Literários",1,0
29,676,3042,1006,"Psicologia da Educação",1,0
29,676,3042,1102,"Introdução às Ciências Sociais",1,1
29,676,3042,1201,"Expressão II",1,2
29,676,3042,1202,"História",1,2
29,676,3042,2002,"Desenvolvimento Curricular e Métodos e Técnicas de Ensino",2,0
29,676,3042,2004,"Inglês II",2,0
29,676,3042,2101,"Análise da Prática Pedagógica e Técnicas de Observação",2,1
29,676,3042,2102,"Cultura Inglesa",2,1
29,676,3042,2103,"Cultura Portuguesa",2,1
29,676,3042,2201,"Intervenção e Cooperação na Prática Pedagógica",2,2
29,676,3042,2203,"Metodologia do Ensino da Matemática",2,2
29,676,3042,2204,"Metodologia do Ensino do Meio Físico e Social",2,2
29,676,3042,2205,"Metodologia do Ensino do Português I",2,2
29,676,3042,3001,"Inglês III",3,0
29,676,3042,3002,"Teoria do Texto",3,0
29,676,3042,3201,"Literatura Inglesa",3,2
29,676,3042,3202,"Literatura Juvenil",3,2
29,676,3042,3204,"(Opção I) Estudos Americanos",3,2
29,676,3042,3205,"(Opção I) Grego",3,2
29,676,3042,3207,"(Opção I) História do Cinema",3,2
29,676,3042,3208,"(Opção I) História do Teatro",3,2
29,676,3042,3209,"(Opção I) Informática",3,2
29,676,3042,3211,"(Opção I) Línguas Vivas",3,2
29,676,3042,3212,"Organização e Gestão Escolar",3,2
29,676,3042,3213,"(Opção I) Língua Alemã",3,2
29,676,3042,3215,"(Opção I) Novas Tecnologias ao Serviço das Línguas",3,2
29,676,3042,4001,"Inglês IV",4,0
29,676,3042,4002,"Metodologia do Ensino do Inglês",4,0
29,676,3042,4003,"Metodologia do Ensino do Português II",4,0
29,676,3042,4101,"Literatura e Cultura da Expressão Anglófona",4,1
29,676,3042,4103,"Teoria da Literatura",4,1
29,676,3042,4201,"Prática Pedagógica II",4,2
26,680,3042,1002,"Espaços Bidimensionais e Tridimensionais",1,0
26,680,3042,1003,"Filosofia da Educação",1,0
26,680,3042,1004,"(Opção I) Língua Estrangeira (Alemão)",1,0
26,680,3042,1005,"(Opção I) Língua Estrangeira (Francês)",1,0
26,680,3042,1006,"(Opção I) Língua Estrangeira (Inglês)",1,0
26,680,3042,1007,"Papéis e Reciclagem",1,0
26,680,3042,1008,"Psicologia da Educação",1,0
26,680,3042,1009,"Teoria da Comunicação e Meios Audio Visuais I",1,0
26,680,3042,1102,"Informática e Artes Visuais",1,1
26,680,3042,1103,"Introdução às Ciências Sociais",1,1
26,680,3042,2001,"Ciências da Natureza",2,0
26,680,3042,2002,"Desenho Básico II",2,0
26,680,3042,2003,"Desenvolvimento Curricular e Métodos e Técnicas de Ensino",2,0
26,680,3042,2004,"Língua Portuguesa",2,0
26,680,3042,2005,"Matemática",2,0
26,680,3042,2006,"Teoria da Comunicação e Meios Audio Visuais II",2,0
26,680,3042,2101,"Introdução às Técnicas de Investigação Pedagógica",2,1
26,680,3042,2201,"Análise da Prática Pedagógica e Técnicas de Observação",2,2
26,680,3042,2202,"Anatomia das Formas",2,2
26,680,3042,2204,"Introdução à Educação Especial",2,1
26,680,3042,3001,"Metodologia do Ensino da Educação Visual e Tecnológica I",3,0
26,680,3042,3101,"Expressão Artística II",3,1
26,680,3042,3103,"Literatura Infantil",3,1
26,680,3042,3104,"Metodologia do Ensino da Matemática",3,1
26,680,3042,3105,"Metodologia do Ensino do Meio Físico e Social",3,1
26,680,3042,3106,"Metodologia do Ensino do Português",3,1
26,680,3042,3201,"Prática Pedagógica I",3,2
26,680,3042,3202,"Tecidos",3,2
26,680,3042,4002,"Atelier II (Cerâmica)",4,0
26,680,3042,4003,"Metodologia do Ensino da Educação Visual e Tecnológica II",4,0
26,680,3042,4101,"Composição",4,1
26,680,3042,4102,"Correntes Artísticas e Contemporâneas",4,1
26,680,3042,4103,"Geometria",4,1
26,680,3042,4104,"Serigrafia",4,2
26,680,3042,4105,"Tecnologias de Reprodução e Impressão",4,1
26,680,3042,4201,"Prática Pedagógica II",4,2
7,667,3042,1002,"Língua Portuguesa I",1,0
7,667,3042,1003,"Matemática I",1,0
7,667,3042,1005,"(Opção I) Língua Estrangeira (Alemão)",1,0
7,667,3042,1007,"(Opção I) Língua Estrangeira (Inglês)",1,0
7,667,3042,1008,"Psicologia da Educação I",1,0
7,667,3042,1101,"Ciências da Natureza I",1,1
7,667,3042,1102,"Introdução às Ciências Sociais",1,1
7,667,3042,1202,"História de Portugal",1,2
7,667,3042,2002,"Intervenção e Cooperação na Prática Pedagógica",2,0
7,667,3042,2003,"Matemática II",2,0
7,667,3042,2101,"Bioquímica",2,1
7,667,3042,2103,"Desenvolvimento Curricular",2,1
7,667,3042,2104,"Língua Portuguesa II",2,1
7,667,3042,2105,"Psicologia da Educação II",2,1
7,667,3042,2201,"Ciências da Natureza IV",2,2
7,667,3042,2202,"Computadores e Cálculo Numérico",2,2
7,667,3042,2203,"Literatura para a Infância e Juventude",2,2
7,667,3042,2204,"Modelos, Métodos e Técnicas de Ensino",2,2
7,667,3042,3002,"Ensino/Aprendizagem da Língua Materna I",3,0
7,667,3042,3003,"Expressão e Educação Artística III",3,0
7,667,3042,3004,"Prática Pedagógica I",3,0
7,667,3042,3101,"Metodologia do Ensino da Matemática I",3,1
7,667,3042,3102,"Metodologia do Ensino do Meio Físico e Social",3,1
7,667,3042,3103,"(Opção II) Complementos de Geometria",3,1
7,667,3042,3104,"(Opção II) Educação Moral e Religiosa Católica I",3,1
7,667,3042,3105,"Probabilidades e Estatística",3,1
7,667,3042,3203,"(Opção III) Educação Moral e Religiosa Católica II",3,2
7,667,3042,3204,"(Opção III) Geologia Aplicada e do Ambiente",3,2
7,667,3042,4001,"Análise Infinitesimal",4,0
7,667,3042,4002,"Biologia Animal e Vegetal",4,0
7,667,3042,4004,"Metodologia do Ensino das Ciências da Natureza",4,0
7,667,3042,4005,"Prática Pedagógica II",4,0
7,667,3042,4101,"Ecologia",4,1
7,667,3042,4102,"Transformações Geométricas",4,1
7,667,3042,4201,"Álgebra Linear e Geometria Analítica",4,2
7,667,3042,4202,"Seminário das Ciências da Natureza",4,2
27,667,3042,1002,"Filosofia da Educação",1,0
27,667,3042,1003,"Geometria I",1,0
27,667,3042,1004,"Matemática",1,0
27,667,3042,1005,"(Opção I) Língua Estrangeira (Alemão)",1,0
27,667,3042,1006,"(Opção I) Língua Estrangeira (Francês)",1,0
27,667,3042,1008,"Psicologia da Educação",1,0
27,667,3042,1101,"Geologia Geral",1,1
27,667,3042,1102,"Introdução às Ciências Sociais",1,1
27,667,3042,1103,"Tecnologias de Informação em Matemática",1,1
27,667,3042,1201,"Bioquímica",1,2
27,667,3042,1202,"Geologia Aplicada",1,2
27,667,3042,1203,"História",1,2
27,667,3042,2001,"Análise Infinitesimal I",2,0
27,667,3042,2003,"Língua Portuguesa",2,0
27,667,3042,2101,"Biologia Celular",2,1
27,667,3042,2102,"Ecologia",2,1
27,667,3042,2103,"Geometria II",2,1
27,667,3042,2104,"Introdução às Técnicas de Investigação Pedagógica",2,1
27,667,3042,2105,"Organização e Gestão Escolar",2,1
27,667,3042,2202,"Expressão Artística I",2,2
27,667,3042,2203,"Introdução à Educação Especial",2,2
27,667,3042,3101,"Expressão Artística II",3,1
27,667,3042,3102,"Fisiologia Animal e Vegetal",3,1
27,667,3042,3103,"Intervenção e Cooperação na Prática Pedagógica",3,1
27,667,3042,3104,"Literatura Infantil",3,1
27,667,3042,3105,"Metodologia do Ensino da Matemática I",3,1
27,667,3042,3106,"Metodologia do Ensino do Meio Físico e Social",3,1
27,667,3042,3107,"Metodologia do Ensino do Português",3,1
27,667,3042,3201,"Prática Pedagógica I",3,2
27,667,3042,3202,"Probabilidades e Estatística",3,2
27,667,3042,4001,"Álgebra Linear e Geometria Analítica",4,0
27,667,3042,4002,"Biologia Animal e Vegetal",4,0
27,667,3042,4003,"Metodologia do Ensino da Matemática II",4,0
27,667,3042,4004,"Metodologia do Ensino das Ciências da Natureza",4,0
27,667,3042,4101,"Análise Infinitesimal II",4,1
27,667,3042,4103,"Genética",4,1
27,667,3042,4105,"Seminário em Educação Matemática",4,1
27,667,3042,4201,"Prática Pedagógica II",4,2
8,670,3042,1001,"Expressão e Educação Artística I",1,0
8,670,3042,1004,"Matemática I",1,0
8,670,3042,1006,"Psicologia da Educação I",1,0
8,670,3042,1101,"Ciências da Natureza I",1,1
8,670,3042,1102,"Introdução às Ciências Sociais",1,1
8,670,3042,1201,"Ciências da Natureza II",1,2
8,670,3042,1202,"História de Portugal",1,2
8,670,3042,2002,"Francês II",2,0
8,670,3042,2004,"Matemática II",2,0
8,670,3042,2101,"Ciências da Natureza III",2,1
8,670,3042,2102,"Desenvolvimento Curricular",2,1
8,670,3042,2103,"Língua Portuguesa II",2,1
8,670,3042,2104,"Psicologia da Educação II",2,1
8,670,3042,2201,"Ciências da Natureza IV",2,2
8,670,3042,2202,"Literatura para a Infância e Juventude",2,2
8,670,3042,2203,"Modelos, Métodos e Técnicas de Ensino",2,2
8,670,3042,2204,"Sociologia da Educação",2,2
8,670,3042,3002,"Expressão e Educação Artística III",3,0
8,670,3042,3003,"Francês III",3,0
8,670,3042,3101,"Metodologia do Ensino da Matemática",3,1
8,670,3042,3102,"Metodologia do Ensino do Meio Físico e Social",3,1
8,670,3042,3103,"(Opção I) Educação Moral e Religiosa Católica I",3,1
8,670,3042,3105,"Teoria da Literatura",3,1
8,670,3042,3202,"Introdução às Técnicas de Investigação Pedagógica",3,2
8,670,3042,3203,"(Opção II) Educação Moral e Religiosa Católica II",3,2
8,670,3042,3204,"(Opção II) Língua e Cultura Francesa",3,2
8,670,3042,4002,"Francês IV",4,0
8,670,3042,4003,"Literatura Juvenil",4,0
8,670,3042,4004,"Literatura Portuguesa",4,0
8,670,3042,4005,"Metodologia do Ensino do Francês",4,0
8,670,3042,4006,"Prática Pedagógica II",4,0
8,670,3042,4101,"Literatura Francesa",4,1
8,670,3042,4201,"Cultura Francesa",4,2
48,683,3042,1002,"Formação Instrumental e Coral I",1,0
48,683,3042,1003,"Formação Musical I",1,0
48,683,3042,1005,"(Opção I) Língua Estrangeira (Francês)",1,0
48,683,3042,1007,"Psicologia da Educação",1,0
48,683,3042,1101,"História da Música Portuguesa",1,1
48,683,3042,1102,"Introdução às Ciências Sociais",1,1
48,683,3042,1201,"Acústica",1,2
48,683,3042,1202,"História",1,2
48,683,3042,2001,"Ciências da Natureza",2,0
48,683,3042,2002,"Desenvolvimento Curricular e Métodos e Técnicas de Ensino",2,0
48,683,3042,2003,"Formação Musical II",2,0
48,683,3042,2101,"Formação Instrumental e Coral II",2,1
48,683,3042,2102,"Introdução às Técnicas de Investigação Pedagógica",2,1
48,683,3042,2103,"Música Tradicional Portuguesa",2,1
48,683,3042,2104,"Organização e Gestão Escolar",2,1
48,683,3042,2201,"Análise da Prática Pedagógica e Técnicas de Observação",2,2
48,683,3042,2202,"Expressão Artística I",2,2
48,683,3042,2203,"Introdução à Educação Especial",2,1
48,683,3042,3001,"Formação Musical III",3,0
48,683,3042,3101,"Expressão Artística II",3,2
48,683,3042,3102,"Intervenção e Cooperação na Prática Pedagógica",3,1
48,683,3042,3103,"Literatura Infantil",3,1
48,683,3042,3104,"Metodologia do Ensino da Expressão Musical I",3,1
48,683,3042,3105,"Metodologia do Ensino da Matemática",3,1
48,683,3042,3106,"Metodologia do Ensino do Meio Físico e Social",3,1
48,683,3042,3107,"Metodologia do Ensino do Português",3,1
48,683,3042,3201,"Música de Conjunto e Técnicas de Regência",3,1
48,683,3042,3202,"Prática Pedagógica I",3,2
48,683,3042,4001,"Atelier de Produção Musical",4,0
48,683,3042,4002,"Formação Musical IV",4,0
48,683,3042,4003,"Metodologia do Ensino da Expressão Musical II",4,0
48,683,3042,4101,"Análise e Estética Musical",4,1
48,683,3042,4102,"Atelier de Composição e Harmonia",4,0
48,683,3042,4103,"Etnomusicologia",4,1
48,683,3042,4104,"Novas Tecnologias na Produção e Ensino da Música",4,0
48,683,3042,4105,"Prática e Regência Coral",4,0
48,683,3042,4201,"Prática Pedagógica II",4,2
32,118,3043,1101,"Análise Matemática I",1,1
32,118,3043,1102,"Contabilidade Geral I",1,1
32,118,3043,1103,"Introdução à Informática",1,1
32,118,3043,1104,"Microeconomia",1,1
32,118,3043,1105,"Noções Fundamentais de Direito",1,1
32,118,3043,1106,"Sociologia",1,1
32,118,3043,1201,"Álgebra Linear",1,2
32,118,3043,1202,"Análise Matemática II",1,2
32,118,3043,1203,"Contabilidade Geral II",1,2
32,118,3043,1205,"Macroeconomia",1,2
32,118,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
32,118,3043,2101,"Análise Matemática III",2,1
32,118,3043,2102,"Contabilidade Analítica I",2,1
32,118,3043,2103,"Contabilidade Geral III",2,1
32,118,3043,2104,"Direito Fiscal",2,1
32,118,3043,2105,"Estatística",2,1
32,118,3043,2106,"Programação de Computadores",2,1
32,118,3043,2201,"Cálculo Financeiro",2,2
32,118,3043,2203,"Contabilidade Geral IV",2,2
32,118,3043,2204,"Contabilidade Nacional",2,2
32,118,3043,2205,"Fiscalidade",2,2
32,118,3043,2206,"Investigação Operacional",2,2
32,118,3043,3101,"Auditoria",3,1
32,118,3043,3102,"Contabilidade Analítica III",3,1
32,118,3043,3103,"Contabilidade Pública",3,1
32,118,3043,3104,"Gestão Financeira I",3,1
32,118,3043,3105,"Instituições de Crédito",3,1
32,118,3043,3106,"Seminário",3,1
32,118,3043,3201,"Análise e Selecção de Investimentos",3,2
32,118,3043,3203,"Direito do Trabalho",3,2
32,118,3043,3204,"Gestão Financeira II",3,2
32,118,3043,3205,"Projeto",3,2
32,118,3043,3206,"Seguros Reais e Actuariais e sua Contabilidade",3,2
33,232,3043,1101,"Análise Matemática I",1,1
33,232,3043,1102,"Desenho Técnico",1,1
33,232,3043,1103,"Introdução à Informática",1,1
33,232,3043,1104,"Mecânica Aplicada",1,1
33,232,3043,1105,"Sociologia",1,1
33,232,3043,1106,"Topografia",1,1
33,232,3043,1202,"Análise Matemática II",1,2
33,232,3043,1203,"Desenho de Construção Civil",1,2
33,232,3043,1204,"Materiais de Construção Civil",1,2
33,232,3043,1205,"Mecânica de Fluídos",1,2
33,232,3043,1206,"Sistemas de Informação e Bases de Dados",1,2
33,232,3043,2101,"Análise Matemática III",2,1
33,232,3043,2102,"Economia",2,1
